IDUsuario,FechaInicioSuscripcion,DuracionSuscripcionMeses,PlanContratado,Region,HorasSemanales,GenerosFavoritos,Edad,Dispositivo,PrecioMensual
271,2023-12-09,25,Prime Video Básico,Madrid,7.0,Drama;Sci-Fi;Thriller,40,Smart TV,4.99
272,2023-02-05,18,Prime Video Estándar,Madrid,9.9,Comedy;Horror;Thriller,32,Smart TV,9.99
273,2020-04-26,13,Prime Video Premium,Murcia,21.5,Sci-Fi,32,Smartphone,12.99
274,2024-05-11,6,Prime Video Premium,Cataluña,22.9,Horror,31,Smartphone,12.99
275,2024-01-25,8,Prime Video Estándar,Andalucía,24.4,Thriller;Comedy;Romance,60,Smartphone,9.99
276,2021-11-30,51,Prime Video Estándar,Comunidad Valenciana,7.0,Horror;Thriller;Romance,23,Tablet,9.99
277,2020-10-18,30,Prime Video Básico,Castilla y León,12.4,Romance,19,Tablet,4.99
278,2021-11-03,29,Prime Video Estándar,Murcia,13.6,Drama,37,Smart TV,9.99
279,2022-05-22,27,Prime Video Premium,Murcia,4.4,Action,40,Smartphone,12.99
280,2024-03-29,56,Prime Video Básico,Canarias,24.2,Thriller;Romance;Comedy,29,Tablet,4.99
281,2024-11-03,11,Prime Video Estándar,Castilla y León,17.6,Drama,32,Tablet,9.99
282,2023-06-05,14,Prime Video Premium,Galicia,20.7,Action,68,Smartphone,12.99
283,2020-08-26,41,Prime Video Básico,Cataluña,14.5,Drama;Horror,65,Console,4.99
284,2022-05-14,54,Prime Video Básico,Canarias,9.7,Comedy;Thriller;Romance,30,Laptop,4.99
285,2022-01-22,57,Prime Video Estándar,Madrid,17.3,Drama;Romance;Thriller,27,Smartphone,9.99
286,2023-07-07,52,Prime Video Channels,Comunidad Valenciana,22.4,Horror;Romance,31,Smartphone,7.99
287,2024-08-12,5,Prime Video Premium,Castilla y León,12.3,Drama;Thriller;Sci-Fi,29,Smartphone,12.99
288,2020-12-18,36,Prime Video Estándar,Murcia,7.4,Sci-Fi;Action,56,Smartphone,9.99
289,2020-08-25,38,Prime Video Básico,Murcia,15.8,Action;Thriller,53,Smart TV,4.99
290,2021-07-26,39,Prime Video Básico,Comunidad Valenciana,18.5,Action;Drama;Horror,31,Smart TV,4.99
291,2021-04-19,5,Prime Video Estándar,Galicia,23.8,Comedy,24,Smartphone,9.99
292,2022-08-17,42,Prime Video Estándar,Andalucía,11.9,Horror;Thriller,69,Tablet,9.99
293,2023-09-17,45,Prime Video Básico,Madrid,11.4,Thriller,30,Tablet,4.99
294,2023-04-17,13,Prime Video Estándar,Madrid,6.8,Thriller;Horror,31,Tablet,9.99
295,2024-08-31,32,Prime Video Estándar,Andalucía,19.3,Drama;Thriller,66,Smartphone,9.99
296,2024-07-21,10,Prime Video Básico,Aragón,3.2,Comedy,30,Smartphone,4.99
297,2020-09-10,28,Prime Video Básico,Aragón,19.4,Thriller;Comedy,54,Smartphone,4.99
298,2021-04-12,28,Prime Video Channels,Cataluña,6.2,Drama;Romance,47,Smartphone,7.99
299,2020-01-14,5,Prime Video Básico,Aragón,22.9,Sci-Fi;Horror,57,Smart TV,4.99
300,2023-01-24,10,Prime Video Básico,Comunidad Valenciana,24.9,Drama;Thriller,30,Laptop,4.99
301,2021-01-19,11,Prime Video Básico,Cataluña,7.9,Action;Drama,52,Smartphone,4.99
302,2024-01-14,3,Prime Video Básico,Murcia,8.1,Horror;Action,32,Tablet,4.99
303,2021-03-18,48,Prime Video Básico,Cataluña,12.2,Action,29,Smartphone,4.99
304,2024-02-03,23,Prime Video Premium,Andalucía,5.7,Drama;Action,27,Smartphone,12.99
305,2023-10-28,59,Prime Video Estándar,Cataluña,23.8,Drama;Comedy;Thriller,69,Laptop,9.99
306,2023-07-22,38,Prime Video Básico,Madrid,23.3,Comedy;Romance;Thriller,29,Smartphone,4.99
307,2022-01-20,25,Prime Video Estándar,Cataluña,14.6,Romance;Horror;Drama,18,Smartphone,9.99
308,2023-03-27,46,Prime Video Premium,Galicia,4.4,Romance;Action,26,Smart TV,12.99
309,2024-07-06,12,Compra de películas,Andalucía,5.1,Romance;Horror,26,Smartphone,14.99
310,2020-04-10,7,Prime Video Estándar,Aragón,3.5,Action;Comedy;Romance,30,Smartphone,9.99
311,2024-08-31,6,Prime Video Básico,Canarias,21.9,Horror,35,Smartphone,4.99
312,2024-02-22,37,Prime Video Premium,Galicia,23.4,Horror;Romance,34,Smartphone,12.99
313,2020-06-16,17,Prime Video Premium,Galicia,6.8,Romance,27,Smart TV,12.99
314,2020-11-27,43,Prime Video Básico,Cataluña,16.6,Thriller,55,Smartphone,4.99
315,2020-12-07,51,Prime Video Básico,País Vasco,13.4,Sci-Fi;Romance;Horror,30,Smartphone,4.99
316,2024-08-17,54,Prime Video Estándar,Madrid,12.7,Thriller,62,Tablet,9.99
317,2021-06-28,22,Prime Video Básico,Andalucía,13.0,Romance;Comedy,30,Smart TV,4.99
318,2022-07-09,19,Prime Video Básico,Andalucía,21.0,Action;Drama;Comedy,59,Smartphone,4.99
319,2021-08-10,39,Prime Video Básico,Andalucía,9.0,Sci-Fi;Romance;Drama,41,Smartphone,4.99
320,2024-12-19,30,Prime Video Estándar,Madrid,5.7,Comedy,33,Smart TV,9.99
321,2021-05-23,23,Prime Video Estándar,Murcia,2.2,Sci-Fi;Romance,61,Smart TV,9.99
322,2022-11-19,28,Prime Video Básico,Madrid,12.3,Action;Horror,66,Smartphone,4.99
323,2021-09-26,1,Prime Video Estándar,Comunidad Valenciana,19.6,Romance;Horror,29,Smart TV,9.99
324,2022-08-28,42,Prime Video Básico,Galicia,9.4,Action,29,Tablet,4.99
325,2021-06-02,33,Prime Video Premium,Madrid,15.6,Romance;Horror;Drama,31,Smart TV,12.99
326,2024-04-23,12,Prime Video Estándar,Andalucía,5.2,Sci-Fi;Comedy,69,Tablet,9.99
327,2023-07-28,54,Prime Video Channels,Cataluña,9.4,Action;Sci-Fi,31,Smart TV,7.99
328,2022-02-18,13,Prime Video Básico,Aragón,18.9,Comedy,29,Smartphone,4.99
329,2022-10-31,47,Prime Video Estándar,Galicia,21.6,Action;Horror,26,Laptop,9.99
330,2024-12-21,23,Prime Video Básico,Madrid,1.9,Drama;Thriller;Horror,35,Smart TV,4.99
331,2022-03-26,22,Prime Video Básico,Andalucía,12.7,Comedy;Horror,32,Smartphone,4.99
332,2021-06-06,38,Prime Video Básico,Madrid,14.6,Action,34,Smartphone,4.99
333,2021-11-04,9,Prime Video Básico,Madrid,8.4,Drama;Horror,33,Smart TV,4.99
334,2024-04-14,55,Prime Video Estándar,Andalucía,7.7,Action;Drama,66,Tablet,9.99
335,2020-09-19,20,Prime Video Estándar,Comunidad Valenciana,12.6,Action;Comedy;Sci-Fi,34,Smart TV,9.99
336,2022-03-05,29,Prime Video Premium,Castilla y León,20.3,Sci-Fi;Romance,50,Tablet,12.99
337,2022-02-06,14,Prime Video Básico,Cataluña,15.1,Comedy,27,Smartphone,4.99
338,2022-11-24,2,Prime Video Básico,Cataluña,1.8,Romance;Thriller;Comedy,18,Smart TV,4.99
339,2021-05-13,58,Prime Video Básico,Canarias,15.9,Comedy;Romance;Thriller,24,Smartphone,4.99
340,2021-11-27,20,Prime Video Estándar,Comunidad Valenciana,1.6,Comedy;Action,30,Laptop,9.99
341,2021-02-18,4,Prime Video Channels,País Vasco,18.3,Horror;Thriller,27,Tablet,7.99
342,2024-08-29,5,Prime Video Estándar,Murcia,17.3,Action,61,Smartphone,9.99
343,2021-07-10,25,Prime Video Estándar,Andalucía,7.3,Horror;Thriller,36,Smart TV,9.99
344,2020-08-30,38,Prime Video Estándar,Cataluña,8.8,Drama,30,Console,9.99
345,2021-02-17,19,Prime Video Channels,Madrid,20.4,Comedy;Romance;Horror,29,Smartphone,7.99
346,2022-12-19,38,Prime Video Básico,Madrid,22.1,Drama,63,Tablet,4.99
347,2020-10-12,37,Prime Video Premium,Andalucía,7.0,Comedy;Sci-Fi;Horror,31,Smartphone,12.99
348,2020-04-20,2,Prime Video Básico,Madrid,14.0,Action,30,Smartphone,4.99
349,2020-11-05,49,Prime Video Básico,Madrid,11.0,Drama;Thriller,32,Smartphone,4.99
350,2021-07-27,20,Prime Video Premium,Murcia,1.1,Drama;Romance;Sci-Fi,29,Smartphone,12.99
351,2024-12-08,52,Prime Video Básico,Castilla y León,2.3,Action,25,Smartphone,4.99
352,2022-08-03,34,Prime Video Premium,Madrid,18.2,Drama;Romance;Comedy,35,Tablet,12.99
353,2024-05-28,56,Prime Video Básico,Madrid,4.9,Romance,26,Smartphone,4.99
354,2021-01-29,43,Prime Video Básico,Castilla y León,16.0,Action;Drama;Comedy,45,Laptop,4.99
355,2020-02-17,42,Prime Video Básico,Madrid,21.1,Drama,27,Tablet,4.99
356,2022-01-20,10,Prime Video Premium,Andalucía,18.9,Drama,33,Console,12.99
357,2023-05-21,48,Prime Video Básico,Comunidad Valenciana,11.2,Romance;Horror;Sci-Fi,65,Smart TV,4.99
358,2020-08-17,31,Prime Video Básico,País Vasco,11.7,Sci-Fi;Thriller,49,Tablet,4.99
359,2020-08-17,31,Prime Video Básico,Canarias,11.6,Drama;Romance,63,Smartphone,4.99
360,2020-09-16,7,Prime Video Básico,Andalucía,6.8,Comedy;Action;Drama,68,Tablet,4.99
361,2022-11-12,13,Prime Video Channels,Aragón,7.8,Drama;Horror;Thriller,29,Smartphone,7.99
362,2022-06-23,28,Prime Video Estándar,Castilla y León,2.7,Comedy;Sci-Fi,20,Tablet,9.99
363,2021-08-13,4,Prime Video Básico,Castilla y León,16.4,Horror;Romance,28,Smartphone,4.99
364,2021-09-19,60,Prime Video Básico,Andalucía,22.5,Sci-Fi;Drama,40,Tablet,4.99
365,2022-05-22,7,Prime Video Premium,Comunidad Valenciana,19.6,Horror;Drama,24,Smartphone,12.99
366,2024-02-25,27,Prime Video Estándar,Castilla y León,22.2,Drama,32,Smartphone,9.99
367,2024-12-11,59,Prime Video Básico,Castilla y León,21.6,Drama,28,Smartphone,4.99
368,2020-08-04,40,Prime Video Básico,Andalucía,5.0,Sci-Fi;Action;Thriller,18,Smartphone,4.99
369,2024-02-03,24,Prime Video Básico,Galicia,21.3,Sci-Fi;Romance,33,Tablet,4.99
370,2021-03-27,18,Prime Video Básico,Cataluña,16.2,Comedy;Sci-Fi;Romance,58,Console,4.99
371,2022-09-12,28,Prime Video Básico,Madrid,1.4,Comedy;Romance,31,Smartphone,4.99
372,2022-10-24,7,Compra de películas,Madrid,3.7,Comedy,39,Smartphone,14.99
373,2022-01-17,14,Prime Video Básico,Andalucía,12.2,Action;Comedy;Horror,52,Smart TV,4.99
374,2022-11-04,11,Prime Video Estándar,Madrid,4.9,Comedy;Sci-Fi;Action,23,Smartphone,9.99
375,2024-11-20,59,Prime Video Estándar,Cataluña,23.4,Action,50,Tablet,9.99
376,2022-03-19,1,Prime Video Estándar,Canarias,1.1,Action,66,Smartphone,9.99
377,2024-05-12,51,Prime Video Estándar,Madrid,1.2,Drama,31,Console,9.99
378,2022-05-05,3,Prime Video Estándar,Andalucía,20.0,Sci-Fi;Comedy,35,Smartphone,9.99
379,2021-01-11,28,Prime Video Estándar,Murcia,21.5,Sci-Fi;Horror,27,Smartphone,9.99
380,2022-01-21,45,Prime Video Premium,Aragón,18.9,Drama;Horror,38,Laptop,12.99
381,2022-04-20,5,Prime Video Básico,Comunidad Valenciana,17.4,Romance;Comedy,28,Tablet,4.99
382,2021-09-24,31,Prime Video Básico,Cataluña,3.9,Horror,20,Smartphone,4.99
383,2020-03-11,39,Prime Video Básico,Madrid,22.9,Thriller;Action;Comedy,34,Smartphone,4.99
384,2023-05-27,58,Prime Video Básico,Canarias,24.8,Comedy;Horror,63,Smart TV,4.99
385,2023-04-21,31,Prime Video Channels,País Vasco,1.7,Sci-Fi,28,Smartphone,7.99
386,2023-05-12,58,Prime Video Básico,Madrid,7.0,Romance;Action;Sci-Fi,45,Smart TV,4.99
387,2021-10-24,30,Prime Video Premium,Comunidad Valenciana,7.4,Romance;Drama,42,Smartphone,12.99
388,2024-07-21,11,Prime Video Premium,Madrid,18.7,Sci-Fi;Thriller;Romance,26,Smartphone,12.99
389,2024-06-23,28,Prime Video Básico,Comunidad Valenciana,3.4,Thriller;Sci-Fi;Drama,28,Smartphone,4.99
390,2023-11-12,43,Prime Video Estándar,Murcia,16.5,Horror;Romance,69,Smartphone,9.99
391,2024-10-13,18,Prime Video Estándar,Aragón,18.4,Action,55,Smartphone,9.99
392,2024-04-30,35,Prime Video Premium,Castilla y León,15.1,Horror;Sci-Fi,30,Smart TV,12.99
393,2022-12-09,49,Prime Video Estándar,Madrid,6.5,Drama,18,Smart TV,9.99
394,2022-08-01,56,Prime Video Estándar,Castilla y León,7.5,Horror;Sci-Fi;Thriller,34,Smartphone,9.99
395,2020-08-06,21,Prime Video Básico,Cataluña,22.5,Thriller;Sci-Fi;Horror,43,Smartphone,4.99
396,2022-06-24,12,Alquiler de películas,Madrid,4.3,Horror;Thriller;Comedy,35,Smartphone,3.99
397,2022-04-10,24,Prime Video Básico,Aragón,4.2,Romance,65,Smartphone,4.99
398,2020-07-30,45,Prime Video Básico,Andalucía,6.2,Horror;Sci-Fi;Romance,25,Smart TV,4.99
399,2022-10-11,5,Prime Video Básico,País Vasco,14.4,Horror;Sci-Fi;Drama,31,Smart TV,4.99
400,2024-08-24,18,Prime Video Estándar,Comunidad Valenciana,12.1,Comedy,20,Tablet,9.99
401,2020-01-01,14,Prime Video Básico,Aragón,7.8,Thriller;Sci-Fi;Horror,52,Smartphone,4.99
402,2023-08-29,22,Prime Video Básico,Andalucía,15.2,Sci-Fi;Romance,47,Smart TV,4.99
403,2020-01-20,46,Prime Video Premium,Andalucía,6.3,Action,37,Smartphone,12.99
404,2023-01-24,57,Prime Video Estándar,Cataluña,20.5,Comedy;Drama,61,Smartphone,9.99
405,2022-05-22,4,Alquiler de películas,Aragón,20.0,Thriller;Drama;Sci-Fi,27,Console,3.99
406,2021-06-10,24,Prime Video Estándar,Andalucía,7.7,Thriller;Comedy;Horror,29,Smartphone,9.99
407,2022-06-24,51,Prime Video Básico,Andalucía,18.8,Comedy;Action,34,Smart TV,4.99
408,2024-12-01,19,Prime Video Estándar,País Vasco,19.9,Thriller,31,Smart TV,9.99
409,2022-06-05,42,Prime Video Estándar,Comunidad Valenciana,11.9,Drama;Sci-Fi;Comedy,47,Laptop,9.99
410,2024-06-10,60,Prime Video Básico,Andalucía,24.2,Action,37,Smartphone,4.99
411,2020-09-25,23,Prime Video Básico,Comunidad Valenciana,6.5,Sci-Fi;Comedy;Horror,57,Smartphone,4.99
412,2024-12-27,47,Prime Video Básico,Castilla y León,1.4,Comedy;Sci-Fi;Thriller,35,Laptop,4.99
413,2020-10-27,46,Prime Video Básico,País Vasco,10.9,Comedy;Drama;Romance,32,Smartphone,4.99
414,2023-05-15,8,Prime Video Estándar,Madrid,19.3,Action;Romance;Drama,22,Tablet,9.99
415,2021-05-25,51,Prime Video Básico,Cataluña,4.3,Comedy;Horror,27,Smart TV,4.99
416,2022-08-07,21,Prime Video Básico,Andalucía,21.3,Romance;Action;Drama,25,Smartphone,4.99
417,2023-03-06,10,Prime Video Estándar,Madrid,21.2,Drama;Thriller,41,Smartphone,9.99
418,2024-12-13,40,Prime Video Básico,Aragón,12.0,Romance;Drama;Comedy,69,Smartphone,4.99
419,2020-12-07,1,Prime Video Básico,Madrid,24.8,Romance;Action,28,Smartphone,4.99
420,2020-08-15,6,Prime Video Básico,Cataluña,4.1,Romance;Horror;Sci-Fi,32,Smartphone,4.99
421,2024-04-18,26,Prime Video Básico,Comunidad Valenciana,18.4,Horror,29,Tablet,4.99
422,2022-01-19,60,Prime Video Premium,Canarias,15.6,Action;Drama,33,Tablet,12.99
423,2024-07-08,46,Prime Video Estándar,Canarias,24.9,Romance,28,Laptop,9.99
424,2020-07-02,49,Prime Video Básico,Madrid,20.4,Sci-Fi,26,Smartphone,4.99
425,2020-01-29,6,Prime Video Estándar,País Vasco,8.6,Action,22,Smart TV,9.99
426,2021-11-29,27,Prime Video Premium,Aragón,13.2,Sci-Fi;Comedy;Thriller,29,Smartphone,12.99
427,2022-07-24,17,Prime Video Premium,Comunidad Valenciana,24.4,Action;Thriller;Sci-Fi,33,Smart TV,12.99
428,2021-12-03,4,Prime Video Premium,País Vasco,8.0,Action,27,Smartphone,12.99
429,2022-03-15,57,Prime Video Estándar,Galicia,15.9,Sci-Fi;Action;Romance,21,Smartphone,9.99
430,2024-12-08,44,Prime Video Básico,Cataluña,6.0,Drama;Thriller;Romance,20,Console,4.99
431,2020-10-26,22,Prime Video Estándar,Cataluña,24.0,Romance,42,Smartphone,9.99
432,2023-01-12,47,Prime Video Básico,Madrid,6.7,Drama;Sci-Fi,27,Tablet,4.99
433,2022-10-24,40,Prime Video Premium,Madrid,22.2,Horror,26,Smart TV,12.99
434,2021-06-15,25,Alquiler de películas,Comunidad Valenciana,12.8,Drama;Horror,58,Smartphone,3.99
435,2022-02-28,38,Prime Video Básico,Andalucía,15.0,Romance;Comedy;Thriller,58,Smartphone,4.99
436,2020-03-27,46,Prime Video Premium,Madrid,12.9,Sci-Fi,33,Smart TV,12.99
437,2022-08-17,32,Compra de películas,Madrid,21.0,Drama,29,Smart TV,14.99
438,2022-12-09,16,Prime Video Estándar,Madrid,11.6,Thriller;Action;Romance,20,Smart TV,9.99
439,2024-12-16,6,Prime Video Básico,Madrid,12.2,Comedy;Romance,56,Smartphone,4.99
440,2024-12-09,45,Prime Video Básico,Aragón,4.3,Romance;Comedy;Horror,29,Smartphone,4.99
441,2024-08-04,30,Prime Video Channels,Andalucía,23.2,Thriller;Horror;Romance,41,Smartphone,7.99
442,2021-05-16,25,Prime Video Estándar,Comunidad Valenciana,1.9,Sci-Fi;Comedy;Romance,34,Smart TV,9.99
443,2020-12-01,24,Prime Video Estándar,Madrid,19.1,Comedy;Sci-Fi,20,Smartphone,9.99
444,2022-01-22,16,Prime Video Estándar,Madrid,21.4,Drama,29,Tablet,9.99
445,2022-12-07,41,Prime Video Estándar,Comunidad Valenciana,5.0,Drama,25,Smartphone,9.99
446,2024-01-07,11,Prime Video Estándar,Andalucía,4.0,Action;Drama;Horror,43,Smart TV,9.99
447,2021-08-17,44,Prime Video Premium,Andalucía,18.8,Action,27,Smartphone,12.99
448,2023-10-22,29,Alquiler de películas,Cataluña,18.9,Horror;Sci-Fi,29,Smartphone,3.99
449,2022-01-31,42,Prime Video Básico,Andalucía,15.7,Horror;Comedy,24,Smartphone,4.99
450,2022-02-07,47,Prime Video Básico,Madrid,5.3,Action;Comedy,65,Tablet,4.99
451,2024-10-21,12,Prime Video Básico,Andalucía,7.9,Drama;Horror,55,Laptop,4.99
452,2022-11-10,18,Prime Video Básico,Madrid,8.9,Romance;Horror,32,Tablet,4.99
453,2021-11-08,22,Alquiler de películas,Cataluña,14.8,Comedy;Sci-Fi;Thriller,37,Smartphone,3.99
454,2021-09-13,23,Prime Video Estándar,Madrid,21.3,Sci-Fi,33,Smartphone,9.99
455,2022-01-10,53,Prime Video Básico,Castilla y León,23.9,Romance,23,Smart TV,4.99
456,2021-01-18,36,Prime Video Premium,Cataluña,20.9,Romance;Thriller,66,Tablet,12.99
457,2022-08-18,22,Prime Video Premium,Madrid,5.1,Horror;Comedy;Sci-Fi,28,Smart TV,12.99
458,2024-10-15,51,Prime Video Básico,Galicia,15.5,Action;Drama,31,Smartphone,4.99
459,2020-03-09,31,Prime Video Premium,Aragón,17.9,Sci-Fi;Horror,52,Smart TV,12.99
460,2023-10-11,55,Prime Video Básico,Madrid,6.3,Romance;Comedy;Drama,18,Tablet,4.99
461,2021-06-25,11,Prime Video Estándar,Madrid,11.6,Comedy,54,Tablet,9.99
462,2021-12-13,44,Prime Video Premium,Galicia,5.2,Romance;Thriller;Sci-Fi,35,Smartphone,12.99
463,2023-08-28,27,Prime Video Básico,Andalucía,17.0,Horror;Action,28,Smartphone,4.99
464,2020-11-13,28,Prime Video Básico,Comunidad Valenciana,11.4,Horror,67,Smartphone,4.99
465,2023-08-09,20,Prime Video Básico,Comunidad Valenciana,9.0,Comedy;Horror,50,Tablet,4.99
466,2024-10-07,14,Prime Video Premium,Comunidad Valenciana,16.4,Sci-Fi;Horror,58,Smart TV,12.99
467,2021-09-30,48,Prime Video para niños,Cataluña,7.4,Romance;Thriller;Drama,67,Smartphone,6.99
468,2021-08-28,59,Prime Video Estándar,Murcia,17.6,Sci-Fi,35,Tablet,9.99
469,2024-06-16,6,Prime Video Básico,Madrid,4.2,Romance;Drama,50,Smartphone,4.99
470,2024-03-25,16,Prime Video Básico,Galicia,23.2,Action;Horror;Sci-Fi,30,Smartphone,4.99
471,2024-05-12,51,Compra de películas,Aragón,8.5,Comedy;Thriller,22,Smart TV,14.99
472,2020-08-08,5,Prime Video Básico,Madrid,10.7,Thriller;Sci-Fi,26,Smart TV,4.99
473,2022-04-25,22,Prime Video Estándar,Madrid,11.8,Romance;Horror,57,Smartphone,9.99
474,2022-03-28,7,Prime Video Estándar,Galicia,25.0,Romance;Comedy;Horror,28,Smartphone,9.99
475,2021-03-09,49,Prime Video Básico,Cataluña,1.2,Action;Sci-Fi,30,Smartphone,4.99
476,2020-12-29,51,Prime Video Estándar,Cataluña,12.7,Horror,65,Smart TV,9.99
477,2022-02-08,53,Prime Video Básico,Canarias,22.8,Thriller;Sci-Fi,29,Tablet,4.99
478,2022-07-21,33,Prime Video Estándar,País Vasco,14.1,Action,25,Tablet,9.99
479,2021-05-23,48,Prime Video Channels,Cataluña,17.1,Sci-Fi;Drama,53,Smartphone,7.99
480,2024-04-19,28,Prime Video Estándar,Madrid,11.6,Horror;Action;Sci-Fi,48,Laptop,9.99
481,2024-02-13,5,Prime Video Básico,Aragón,17.5,Action;Comedy,47,Tablet,4.99
482,2020-06-22,19,Prime Video Estándar,Comunidad Valenciana,11.0,Sci-Fi,63,Tablet,9.99
483,2021-04-02,19,Prime Video Estándar,Andalucía,22.7,Horror;Sci-Fi,32,Smartphone,9.99
484,2022-12-03,23,Prime Video Básico,País Vasco,6.9,Romance;Comedy;Drama,25,Smartphone,4.99
485,2024-02-06,41,Prime Video Básico,Andalucía,17.7,Drama;Romance,29,Smartphone,4.99
486,2020-11-07,19,Prime Video Básico,Cataluña,20.9,Thriller;Horror,42,Tablet,4.99
487,2021-09-24,36,Prime Video Channels,Galicia,10.3,Comedy;Sci-Fi,65,Smartphone,7.99
488,2022-08-21,22,Prime Video Básico,Cataluña,20.2,Comedy;Romance;Action,33,Smartphone,4.99
489,2021-08-08,33,Prime Video Estándar,Andalucía,13.9,Comedy,35,Smartphone,9.99
490,2024-06-12,5,Prime Video Premium,Cataluña,21.0,Action;Drama;Romance,34,Smartphone,12.99
491,2021-02-21,4,Prime Video Básico,Murcia,9.0,Thriller;Horror;Drama,26,Laptop,4.99
492,2022-05-24,36,Prime Video Básico,Madrid,18.6,Drama,60,Tablet,4.99
493,2023-04-05,51,Prime Video Channels,Cataluña,18.1,Comedy,28,Smartphone,7.99
494,2023-01-18,22,Prime Video Channels,Comunidad Valenciana,4.6,Sci-Fi;Horror;Drama,35,Smartphone,7.99
495,2024-08-09,30,Prime Video Estándar,Canarias,19.9,Horror,29,Tablet,9.99
496,2020-06-08,15,Prime Video Estándar,Murcia,20.7,Comedy,26,Smartphone,9.99
497,2022-01-29,41,Prime Video Estándar,Madrid,9.9,Comedy;Thriller,21,Smartphone,9.99
498,2021-05-08,18,Prime Video Estándar,Madrid,5.2,Drama;Horror,41,Smartphone,9.99
499,2020-03-30,48,Prime Video Básico,Comunidad Valenciana,16.4,Horror;Thriller;Romance,37,Tablet,4.99
500,2020-11-12,15,Prime Video Premium,Madrid,17.5,Drama;Sci-Fi,49,Laptop,12.99
501,2023-09-21,40,Prime Video Estándar,Andalucía,8.4,Romance,22,Tablet,9.99
502,2024-11-20,30,Prime Video Básico,Aragón,11.0,Drama,66,Smart TV,4.99
503,2022-11-30,37,Prime Video Estándar,Galicia,13.4,Comedy;Thriller;Horror,34,Tablet,9.99
504,2021-07-15,10,Prime Video Premium,Cataluña,12.2,Comedy,26,Tablet,12.99
505,2023-11-16,52,Prime Video Estándar,Galicia,3.4,Thriller,29,Tablet,9.99
506,2024-01-06,20,Prime Video Básico,Andalucía,24.0,Romance;Drama;Action,65,Smartphone,4.99
507,2022-09-01,3,Alquiler de películas,Aragón,18.8,Romance;Comedy;Thriller,29,Smartphone,3.99
508,2022-11-04,55,Prime Video Estándar,Madrid,22.9,Action;Horror,69,Smart TV,9.99
509,2024-08-12,24,Prime Video Básico,Madrid,15.4,Romance;Drama,38,Tablet,4.99
510,2023-07-12,10,Prime Video Básico,Cataluña,12.1,Drama,28,Tablet,4.99
511,2020-09-06,35,Prime Video Estándar,Andalucía,5.6,Romance;Horror;Thriller,37,Smart TV,9.99
512,2020-05-17,21,Prime Video Básico,Madrid,20.3,Horror;Action,32,Smartphone,4.99
513,2021-07-17,49,Prime Video Básico,Madrid,12.7,Drama,40,Smart TV,4.99
514,2021-11-23,24,Prime Video Estándar,Madrid,23.4,Drama,50,Smart TV,9.99
515,2023-02-13,14,Prime Video Estándar,Andalucía,18.3,Thriller;Romance;Drama,57,Smart TV,9.99
516,2024-10-16,30,Prime Video Básico,Madrid,4.9,Comedy;Horror;Romance,31,Smart TV,4.99
517,2023-06-17,24,Prime Video Básico,Cataluña,19.6,Action;Romance,27,Smartphone,4.99
518,2024-05-07,7,Prime Video Estándar,Madrid,20.7,Action;Comedy,35,Smart TV,9.99
519,2023-04-29,22,Prime Video Básico,Comunidad Valenciana,7.4,Romance;Sci-Fi;Drama,25,Smartphone,4.99
520,2020-11-19,59,Prime Video Estándar,Cataluña,6.5,Drama;Sci-Fi;Action,63,Tablet,9.99
521,2020-12-28,33,Prime Video Básico,Aragón,20.3,Romance,28,Smartphone,4.99
522,2020-10-14,6,Prime Video Básico,Andalucía,15.9,Horror,25,Console,4.99
523,2023-07-12,52,Prime Video Estándar,Aragón,9.8,Sci-Fi;Romance;Thriller,34,Smartphone,9.99
